Datetime,Adj Close,Close,High,Low,Open,Volume
2024-09-20 16:20:00+00:00,5701.89013671875,5701.89013671875,5702.10986328125,5695.259765625,5696.3798828125,21499000
2024-09-20 16:25:00+00:00,5702.66015625,5702.66015625,5703.1201171875,5700.3798828125,5701.9599609375,18124000
2024-09-20 16:30:00+00:00,5700.77978515625,5700.77978515625,5702.7099609375,5700.18994140625,5702.7099609375,16511000
2024-09-20 16:35:00+00:00,5703.4599609375,5703.4599609375,5704.47021484375,5700.77978515625,5700.77978515625,17860000
2024-09-20 16:40:00+00:00,5703.75,5703.75,5704.259765625,5703.009765625,5703.52001953125,15222000
2024-09-20 16:45:00+00:00,5705.7099609375,5705.7099609375,5705.7099609375,5703.64013671875,5703.75,16955000
2024-09-20 16:50:00+00:00,5706.0498046875,5706.0498046875,5707.47998046875,5705.4599609375,5705.68017578125,16505000
2024-09-20 16:55:00+00:00,5704.2998046875,5704.2998046875,5706.5498046875,5704.169921875,5705.9599609375,15733000
2024-09-20 17:00:00+00:00,5702.68994140625,5702.68994140625,5706.2099609375,5702.0400390625,5704.31005859375,18447000
2024-09-20 17:05:00+00:00,5703.4599609375,5703.4599609375,5706.14990234375,5702.14013671875,5702.66015625,16138000
2024-09-20 17:10:00+00:00,5706.47998046875,5706.47998046875,5706.66015625,5703.10009765625,5703.22998046875,16587000
2024-09-20 17:15:00+00:00,5707.16015625,5707.16015625,5707.47998046875,5705.7998046875,5706.4599609375,16728000
2024-09-20 17:20:00+00:00,5703.22998046875,5703.22998046875,5707.35986328125,5703.2099609375,5707.14013671875,16123000
2024-09-20 17:25:00+00:00,5704.419921875,5704.419921875,5706.2001953125,5701.7099609375,5703.35986328125,14560000
2024-09-20 17:30:00+00:00,5707.93994140625,5707.93994140625,5708.35009765625,5704.43994140625,5704.43994140625,17062000
2024-09-20 17:35:00+00:00,5707.14013671875,5707.14013671875,5709.18994140625,5706.68994140625,5708.009765625,17912000
2024-09-20 17:40:00+00:00,5706.4501953125,5706.4501953125,5708.759765625,5706.39990234375,5707.10986328125,14383000
2024-09-20 17:45:00+00:00,5705.81982421875,5705.81982421875,5707.06982421875,5705.1201171875,5706.35986328125,14072000
2024-09-20 17:50:00+00:00,5703.759765625,5703.759765625,5706.0498046875,5703.22021484375,5705.85009765625,16854000
2024-09-20 17:55:00+00:00,5703.22998046875,5703.22998046875,5704.35986328125,5702.2099609375,5703.740234375,18830000
2024-09-20 18:00:00+00:00,5694.72021484375,5694.72021484375,5703.759765625,5693.6201171875,5703.2900390625,23998000
2024-09-20 18:05:00+00:00,5690.66015625,5690.66015625,5695.58984375,5690.10986328125,5694.7001953125,22413000
2024-09-20 18:10:00+00:00,5692.35009765625,5692.35009765625,5694.330078125,5687.5,5690.64013671875,21445000
2024-09-20 18:15:00+00:00,5692.419921875,5692.419921875,5693.52978515625,5692.22998046875,5692.33984375,14917000
2024-09-20 18:20:00+00:00,5689.759765625,5689.759765625,5692.509765625,5688.9599609375,5692.509765625,16639000
2024-09-20 18:25:00+00:00,5689.02978515625,5689.02978515625,5690.56005859375,5688.52001953125,5689.759765625,15261000
2024-09-20 18:30:00+00:00,5686.169921875,5686.169921875,5689.0,5686.1298828125,5689.0,17772000
2024-09-20 18:35:00+00:00,5687.330078125,5687.330078125,5688.10009765625,5684.3701171875,5686.259765625,19037000
2024-09-20 18:40:00+00:00,5687.7998046875,5687.7998046875,5688.89013671875,5685.3701171875,5687.35986328125,17052000
2024-09-20 18:45:00+00:00,5689.66015625,5689.66015625,5690.509765625,5687.39013671875,5687.77978515625,18039000
2024-09-20 18:50:00+00:00,5696.14013671875,5696.14013671875,5696.14990234375,5689.41015625,5689.72998046875,19846000
2024-09-20 18:55:00+00:00,5697.7099609375,5697.7099609375,5699.22021484375,5695.22998046875,5696.22021484375,22700000
2024-09-20 19:00:00+00:00,5699.169921875,5699.169921875,5699.52001953125,5696.52978515625,5697.740234375,20905000
2024-09-20 19:05:00+00:00,5696.14013671875,5696.14013671875,5699.18994140625,5694.31005859375,5699.18994140625,22166000
2024-09-20 19:10:00+00:00,5696.8701171875,5696.8701171875,5697.330078125,5694.58984375,5696.10986328125,29430000
2024-09-20 19:15:00+00:00,5700.08984375,5700.08984375,5701.419921875,5696.47021484375,5696.93017578125,47065000
2024-09-20 19:20:00+00:00,5702.990234375,5702.990234375,5708.14990234375,5700.10009765625,5700.27001953125,40721000
2024-09-20 19:25:00+00:00,5704.830078125,5704.830078125,5706.18017578125,5703.02978515625,5703.0498046875,47933000
2024-09-20 19:30:00+00:00,5705.7099609375,5705.7099609375,5705.75,5703.0400390625,5704.72021484375,42965000
2024-09-20 19:35:00+00:00,5712.14990234375,5712.14990234375,5715.14013671875,5703.9599609375,5705.68017578125,50960000
2024-09-20 19:40:00+00:00,5714.0400390625,5714.0400390625,5714.740234375,5710.259765625,5712.259765625,49837000
2024-09-20 19:45:00+00:00,5707.830078125,5707.830078125,5714.22021484375,5707.0400390625,5713.97021484375,66996000
2024-09-20 19:50:00+00:00,5706.72021484375,5706.72021484375,5708.56005859375,5702.93994140625,5707.8701171875,123145000
2024-09-20 19:55:00+00:00,5702.509765625,5702.509765625,5706.5498046875,5700.5400390625,5706.5498046875,267513000
2024-09-23 13:30:00+00:00,5713.41015625,5713.41015625,5716.35986328125,5707.85009765625,5711.89990234375,0
2024-09-23 13:35:00+00:00,5710.330078125,5710.330078125,5713.60986328125,5709.490234375,5713.169921875,42133665
2024-09-23 13:40:00+00:00,5712.31005859375,5712.31005859375,5712.60986328125,5709.919921875,5710.330078125,37026947
2024-09-23 13:45:00+00:00,5713.89013671875,5713.89013671875,5713.89013671875,5705.7998046875,5712.39013671875,41346266
2024-09-23 13:50:00+00:00,5712.25,5712.25,5715.68017578125,5709.89013671875,5714.240234375,29578735
2024-09-23 13:55:00+00:00,5710.9501953125,5710.9501953125,5714.56982421875,5709.740234375,5711.990234375,29133406
2024-09-23 14:00:00+00:00,5715.89013671875,5715.89013671875,5717.759765625,5707.509765625,5709.77001953125,34736504
2024-09-23 14:05:00+00:00,5716.509765625,5716.509765625,5720.02978515625,5714.56005859375,5716.0400390625,28792686
2024-09-23 14:10:00+00:00,5713.91015625,5713.91015625,5719.47021484375,5713.3798828125,5716.60986328125,30116403
2024-09-23 14:15:00+00:00,5719.56005859375,5719.56005859375,5719.7900390625,5711.68017578125,5713.830078125,27397444
2024-09-23 14:20:00+00:00,5722.2001953125,5722.2001953125,5725.35986328125,5719.080078125,5719.490234375,25182886
2024-09-23 14:25:00+00:00,5720.5400390625,5720.5400390625,5722.52001953125,5718.56005859375,5722.27978515625,24587748
2024-09-23 14:30:00+00:00,5717.47998046875,5717.47998046875,5720.8701171875,5716.259765625,5720.47998046875,24635349
2024-09-23 14:35:00+00:00,5712.35009765625,5712.35009765625,5719.1298828125,5711.89013671875,5717.5,29501495
2024-09-23 14:40:00+00:00,5720.6298828125,5720.6298828125,5720.7001953125,5712.5498046875,5712.5498046875,27125220
2024-09-23 14:45:00+00:00,5720.64013671875,5720.64013671875,5722.89013671875,5719.259765625,5720.669921875,22859132
2024-09-23 14:50:00+00:00,5721.509765625,5721.509765625,5723.259765625,5719.169921875,5720.4501953125,23834803
2024-09-23 14:55:00+00:00,5721.14013671875,5721.14013671875,5722.60009765625,5718.02001953125,5721.52978515625,22716396
2024-09-23 15:00:00+00:00,5715.31005859375,5715.31005859375,5720.7900390625,5714.31005859375,5720.77001953125,22789994
2024-09-23 15:05:00+00:00,5711.7099609375,5711.7099609375,5715.3701171875,5710.52978515625,5715.35009765625,16880254
2024-09-23 15:10:00+00:00,5715.33984375,5715.33984375,5715.75,5713.2001953125,5713.2001953125,23757209
2024-09-23 15:15:00+00:00,5712.72998046875,5712.72998046875,5715.97021484375,5712.0498046875,5715.1298828125,18807997
2024-09-23 15:20:00+00:00,5718.25,5718.25,5718.43017578125,5712.68994140625,5712.85986328125,18418028
2024-09-23 15:25:00+00:00,5719.68994140625,5719.68994140625,5720.3701171875,5716.4501953125,5718.16015625,17945926
2024-09-23 15:30:00+00:00,5721.14990234375,5721.14990234375,5722.1298828125,5719.7001953125,5719.7001953125,18543095
2024-09-23 15:35:00+00:00,5722.39990234375,5722.39990234375,5722.5498046875,5720.83984375,5721.31005859375,17781580
2024-09-23 15:40:00+00:00,5720.97998046875,5720.97998046875,5722.89013671875,5720.10986328125,5722.35986328125,16983097
2024-09-23 15:45:00+00:00,5721.18994140625,5721.18994140625,5723.41015625,5721.0400390625,5721.0400390625,19159161
2024-09-23 15:50:00+00:00,5722.89013671875,5722.89013671875,5723.759765625,5721.16015625,5721.169921875,16733153
2024-09-23 15:55:00+00:00,5718.56982421875,5718.56982421875,5723.0,5717.330078125,5722.81982421875,16836287
2024-09-23 16:00:00+00:00,5717.81005859375,5717.81005859375,5718.64990234375,5716.31982421875,5718.60009765625,15670026
2024-09-23 16:05:00+00:00,5716.77001953125,5716.77001953125,5718.97021484375,5716.77001953125,5717.77978515625,15702421
2024-09-23 16:10:00+00:00,5711.81982421875,5711.81982421875,5716.81005859375,5709.85009765625,5716.81005859375,20134780
2024-09-23 16:15:00+00:00,5711.33984375,5711.33984375,5713.7998046875,5706.85986328125,5711.7998046875,19126112
2024-09-23 16:20:00+00:00,5713.43994140625,5713.43994140625,5713.93017578125,5710.10986328125,5711.39013671875,16602963
2024-09-23 16:25:00+00:00,5712.009765625,5712.009765625,5714.490234375,5711.9599609375,5713.4599609375,14872840
2024-09-23 16:30:00+00:00,5713.490234375,5713.490234375,5713.490234375,5709.080078125,5711.97021484375,17081820
2024-09-23 16:35:00+00:00,5709.7998046875,5709.7998046875,5713.89013671875,5708.5498046875,5713.419921875,15272174
2024-09-23 16:40:00+00:00,5709.10009765625,5709.10009765625,5710.85986328125,5709.06005859375,5709.85986328125,15534000
2024-09-23 16:45:00+00:00,5710.7099609375,5710.7099609375,5710.740234375,5706.419921875,5709.10009765625,16386000
2024-09-23 16:50:00+00:00,5710.56005859375,5710.56005859375,5711.6298828125,5707.72021484375,5710.66015625,15106000
2024-09-23 16:55:00+00:00,5708.9599609375,5708.9599609375,5710.5498046875,5707.60009765625,5710.5498046875,15151000
2024-09-23 17:00:00+00:00,5706.85986328125,5706.85986328125,5708.9501953125,5704.22021484375,5708.93017578125,15309000
2024-09-23 17:05:00+00:00,5707.85009765625,5707.85009765625,5707.85009765625,5705.41015625,5707.0,13247000
2024-09-23 17:10:00+00:00,5708.60986328125,5708.60986328125,5710.10986328125,5707.080078125,5707.81005859375,14454000
2024-09-23 17:15:00+00:00,5710.75,5710.75,5710.830078125,5707.0,5708.580078125,14838000
2024-09-23 17:20:00+00:00,5708.33984375,5708.33984375,5711.81982421875,5708.0400390625,5710.75,14961000
2024-09-23 17:25:00+00:00,5710.22021484375,5710.22021484375,5710.33984375,5708.0,5708.27001953125,15591000
2024-09-23 17:30:00+00:00,5714.47998046875,5714.47998046875,5714.47998046875,5710.10986328125,5710.240234375,14087000
2024-09-23 17:35:00+00:00,5711.83984375,5711.83984375,5715.10986328125,5709.6298828125,5714.4599609375,18310000
2024-09-23 17:40:00+00:00,5711.77001953125,5711.77001953125,5713.85009765625,5711.72021484375,5711.85009765625,14729000
2024-09-23 17:45:00+00:00,5713.5498046875,5713.5498046875,5715.080078125,5711.68994140625,5711.7001953125,13762000
2024-09-23 17:50:00+00:00,5715.31005859375,5715.31005859375,5715.5400390625,5713.52001953125,5713.52001953125,14583000
2024-09-23 17:55:00+00:00,5715.5498046875,5715.5498046875,5715.83984375,5714.75,5715.31005859375,13212000
2024-09-23 18:00:00+00:00,5713.2099609375,5713.2099609375,5716.16015625,5713.2099609375,5715.56005859375,15538000
2024-09-23 18:05:00+00:00,5715.85009765625,5715.85009765625,5716.009765625,5711.64013671875,5713.1298828125,14980000
2024-09-23 18:10:00+00:00,5714.93017578125,5714.93017578125,5716.68994140625,5714.60986328125,5715.8798828125,14921000
2024-09-23 18:15:00+00:00,5715.68994140625,5715.68994140625,5716.02001953125,5713.85009765625,5714.97021484375,15216000
2024-09-23 18:20:00+00:00,5717.080078125,5717.080078125,5717.81982421875,5715.669921875,5715.669921875,18992000
2024-09-23 18:25:00+00:00,5715.5,5715.5,5717.6298828125,5713.41015625,5717.0498046875,15814000
2024-09-23 18:30:00+00:00,5716.18017578125,5716.18017578125,5717.18994140625,5715.10009765625,5715.43017578125,13900000
2024-09-23 18:35:00+00:00,5715.52001953125,5715.52001953125,5716.16015625,5714.4599609375,5716.16015625,13554000
2024-09-23 18:40:00+00:00,5715.39990234375,5715.39990234375,5716.52978515625,5715.259765625,5715.5,13670000
2024-09-23 18:45:00+00:00,5715.56005859375,5715.56005859375,5715.9599609375,5714.169921875,5715.330078125,16133000
2024-09-23 18:50:00+00:00,5715.35009765625,5715.35009765625,5716.31982421875,5714.830078125,5715.52001953125,16016000
2024-09-23 18:55:00+00:00,5717.43017578125,5717.43017578125,5718.0400390625,5715.16015625,5715.39013671875,16333000
2024-09-23 19:00:00+00:00,5716.93994140625,5716.93994140625,5717.419921875,5715.6201171875,5717.35009765625,16819000
2024-09-23 19:05:00+00:00,5714.47021484375,5714.47021484375,5717.68017578125,5714.39990234375,5716.919921875,15952000
2024-09-23 19:10:00+00:00,5713.77001953125,5713.77001953125,5715.39013671875,5713.3701171875,5714.4599609375,18265000
2024-09-23 19:15:00+00:00,5717.25,5717.25,5717.58984375,5713.60986328125,5713.75,18302000
2024-09-23 19:20:00+00:00,5716.91015625,5716.91015625,5718.080078125,5716.22998046875,5717.169921875,18427000
2024-09-23 19:25:00+00:00,5717.31005859375,5717.31005859375,5718.16015625,5716.35009765625,5716.85986328125,20029000
2024-09-23 19:30:00+00:00,5719.60986328125,5719.60986328125,5719.77001953125,5715.8798828125,5717.31005859375,25554000
2024-09-23 19:35:00+00:00,5718.5400390625,5718.5400390625,5720.9501953125,5718.330078125,5719.64013671875,26340000
2024-09-23 19:40:00+00:00,5715.080078125,5715.080078125,5719.35986328125,5714.3701171875,5718.47998046875,30504000
2024-09-23 19:45:00+00:00,5720.009765625,5720.009765625,5720.009765625,5714.16015625,5715.10009765625,35852000
2024-09-23 19:50:00+00:00,5718.52978515625,5718.52978515625,5719.9501953125,5716.81005859375,5719.9501953125,61927000
2024-09-23 19:55:00+00:00,5718.259765625,5718.259765625,5721.02978515625,5717.419921875,5718.52978515625,145493000
2024-09-24 13:30:00+00:00,5723.740234375,5723.740234375,5731.0,5721.2998046875,5727.66015625,0
2024-09-24 13:35:00+00:00,5721.72021484375,5721.72021484375,5724.08984375,5721.18994140625,5723.68994140625,42325517
2024-09-24 13:40:00+00:00,5721.33984375,5721.33984375,5722.56982421875,5719.56982421875,5721.77978515625,33051814
2024-09-24 13:45:00+00:00,5720.02978515625,5720.02978515625,5723.990234375,5719.2998046875,5721.31005859375,34227621
2024-09-24 13:50:00+00:00,5717.7001953125,5717.7001953125,5720.419921875,5716.490234375,5719.990234375,33949123
2024-09-24 13:55:00+00:00,5715.33984375,5715.33984375,5718.9501953125,5714.02978515625,5717.64990234375,28954808
2024-09-24 14:00:00+00:00,5704.75,5704.75,5714.740234375,5700.5,5714.740234375,45632113
2024-09-24 14:05:00+00:00,5709.14990234375,5709.14990234375,5710.490234375,5701.81005859375,5704.6298828125,31345832
2024-09-24 14:10:00+00:00,5707.68994140625,5707.68994140625,5712.77978515625,5707.10009765625,5709.1201171875,29872909
2024-09-24 14:15:00+00:00,5707.52978515625,5707.52978515625,5709.3701171875,5706.35009765625,5707.6201171875,24960980
2024-09-24 14:20:00+00:00,5707.259765625,5707.259765625,5709.6298828125,5701.25,5707.35986328125,30448550
2024-09-24 14:25:00+00:00,5705.22998046875,5705.22998046875,5709.22021484375,5703.81982421875,5707.490234375,25670182
2024-09-24 14:30:00+00:00,5704.240234375,5704.240234375,5709.18017578125,5704.0498046875,5704.990234375,25903387
2024-09-24 14:35:00+00:00,5700.259765625,5700.259765625,5704.669921875,5699.77978515625,5704.14013671875,25920052
2024-09-24 14:40:00+00:00,5705.0400390625,5705.0400390625,5705.77978515625,5698.990234375,5700.22998046875,28648073
2024-09-24 14:45:00+00:00,5710.43017578125,5710.43017578125,5711.66015625,5704.8701171875,5704.8701171875,24012283
2024-09-24 14:50:00+00:00,5714.81005859375,5714.81005859375,5716.14013671875,5710.4501953125,5710.4501953125,22379779
2024-09-24 14:55:00+00:00,5717.9501953125,5717.9501953125,5719.2998046875,5714.81982421875,5714.81982421875,23842369
2024-09-24 15:00:00+00:00,5718.06982421875,5718.06982421875,5718.740234375,5716.419921875,5717.93017578125,22366542
2024-09-24 15:05:00+00:00,5718.31982421875,5718.31982421875,5718.7099609375,5716.759765625,5718.06982421875,20838070
2024-09-24 15:10:00+00:00,5720.35986328125,5720.35986328125,5722.4599609375,5718.0400390625,5718.31982421875,22456730
2024-09-24 15:15:00+00:00,5721.2001953125,5721.2001953125,5722.25,5719.47998046875,5720.27978515625,20151533
2024-09-24 15:20:00+00:00,5722.02001953125,5722.02001953125,5722.52978515625,5720.2998046875,5721.2099609375,23024465
2024-09-24 15:25:00+00:00,5721.5400390625,5721.5400390625,5723.58984375,5720.77001953125,5722.009765625,21433305
2024-09-24 15:30:00+00:00,5723.35986328125,5723.35986328125,5724.85986328125,5721.4599609375,5721.4599609375,26716716
2024-09-24 15:35:00+00:00,5722.93017578125,5722.93017578125,5723.759765625,5720.52978515625,5723.3798828125,25381140
2024-09-24 15:40:00+00:00,5724.18994140625,5724.18994140625,5724.47998046875,5722.27001953125,5722.9501953125,27584613
2024-09-24 15:45:00+00:00,5725.08984375,5725.08984375,5725.39990234375,5723.2001953125,5723.97998046875,32033711
2024-09-24 15:50:00+00:00,5732.14990234375,5732.14990234375,5733.22998046875,5724.10986328125,5725.0498046875,30424746
2024-09-24 15:55:00+00:00,5728.490234375,5728.490234375,5733.1201171875,5727.759765625,5732.22998046875,26396932
2024-09-24 16:00:00+00:00,5730.97021484375,5730.97021484375,5731.77001953125,5728.5400390625,5728.5400390625,23538601
2024-09-24 16:05:00+00:00,5729.330078125,5729.330078125,5731.66015625,5728.830078125,5731.02978515625,26523001
2024-09-24 16:10:00+00:00,5731.25,5731.25,5731.3798828125,5727.6298828125,5729.35986328125,18684219
2024-09-24 16:15:00+00:00,5730.35009765625,5730.35009765625,5731.330078125,5729.08984375,5731.2001953125,19036000
2024-09-24 16:20:00+00:00,5729.22998046875,5729.22998046875,5731.66015625,5728.08984375,5730.39990234375,18274000
2024-09-24 16:25:00+00:00,5727.830078125,5727.830078125,5729.75,5725.56005859375,5729.22021484375,17245000
2024-09-24 16:30:00+00:00,5729.97021484375,5729.97021484375,5730.10009765625,5726.60986328125,5727.85009765625,14822000
2024-09-24 16:35:00+00:00,5731.240234375,5731.240234375,5731.47021484375,5729.35986328125,5729.8798828125,16306000
2024-09-24 16:40:00+00:00,5732.75,5732.75,5733.14013671875,5730.52001953125,5731.27001953125,17097000
2024-09-24 16:45:00+00:00,5732.1298828125,5732.1298828125,5734.43017578125,5731.08984375,5732.77978515625,18056000
2024-09-24 16:50:00+00:00,5729.91015625,5729.91015625,5732.990234375,5729.81005859375,5732.18994140625,14710000
2024-09-24 16:55:00+00:00,5726.8701171875,5726.8701171875,5730.259765625,5726.830078125,5729.9599609375,16169000
2024-09-24 17:00:00+00:00,5727.31982421875,5727.31982421875,5728.64990234375,5725.509765625,5726.91015625,14822000
2024-09-24 17:05:00+00:00,5729.259765625,5729.259765625,5730.93017578125,5727.259765625,5727.330078125,16526000
2024-09-24 17:10:00+00:00,5732.47021484375,5732.47021484375,5732.47021484375,5728.47998046875,5729.259765625,16055000
2024-09-24 17:15:00+00:00,5732.5400390625,5732.5400390625,5733.0400390625,5731.7001953125,5732.47998046875,14025000
2024-09-24 17:20:00+00:00,5729.68017578125,5729.68017578125,5732.5498046875,5729.39990234375,5732.5498046875,13667000
2024-09-24 17:25:00+00:00,5728.56982421875,5728.56982421875,5730.52001953125,5728.31982421875,5729.64013671875,14456000
2024-09-24 17:30:00+00:00,5731.25,5731.25,5731.25,5728.60009765625,5728.60009765625,15667000
2024-09-24 17:35:00+00:00,5729.7998046875,5729.7998046875,5732.41015625,5728.4501953125,5731.25,14484000
2024-09-24 17:40:00+00:00,5730.72021484375,5730.72021484375,5731.41015625,5728.47998046875,5729.85009765625,13459000
2024-09-24 17:45:00+00:00,5728.02001953125,5728.02001953125,5730.72021484375,5727.7998046875,5730.72021484375,14008000
2024-09-24 17:50:00+00:00,5729.31005859375,5729.31005859375,5729.5498046875,5727.0,5727.990234375,17170000
2024-09-24 17:55:00+00:00,5727.10986328125,5727.10986328125,5729.41015625,5727.080078125,5729.41015625,13919000
2024-09-24 18:00:00+00:00,5728.0,5728.0,5729.27001953125,5726.3798828125,5727.1201171875,16058000
2024-09-24 18:05:00+00:00,5728.419921875,5728.419921875,5729.2900390625,5727.58984375,5727.990234375,13390000
2024-09-24 18:10:00+00:00,5726.31005859375,5726.31005859375,5728.25,5724.47998046875,5728.25,16344000
2024-09-24 18:15:00+00:00,5726.9501953125,5726.9501953125,5727.16015625,5724.419921875,5726.2900390625,14706000
2024-09-24 18:20:00+00:00,5726.240234375,5726.240234375,5727.4599609375,5725.64013671875,5726.9501953125,13089000
2024-09-24 18:25:00+00:00,5724.97998046875,5724.97998046875,5726.58984375,5723.81005859375,5726.259765625,13815000
2024-09-24 18:30:00+00:00,5723.97021484375,5723.97021484375,5725.0,5718.10986328125,5725.0,20117000
2024-09-24 18:35:00+00:00,5727.64013671875,5727.64013671875,5727.64013671875,5724.0,5724.0,14147000
2024-09-24 18:40:00+00:00,5727.419921875,5727.419921875,5728.2001953125,5725.97998046875,5727.68017578125,14870000
2024-09-24 18:45:00+00:00,5725.4501953125,5725.4501953125,5727.41015625,5725.35009765625,5727.39990234375,14353000
2024-09-24 18:50:00+00:00,5728.080078125,5728.080078125,5728.080078125,5724.89990234375,5725.43017578125,15324000
2024-09-24 18:55:00+00:00,5727.06005859375,5727.06005859375,5728.64990234375,5725.66015625,5728.18994140625,15960000
2024-09-24 19:00:00+00:00,5728.009765625,5728.009765625,5728.1201171875,5726.35986328125,5727.0400390625,16471000
2024-09-24 19:05:00+00:00,5728.85009765625,5728.85009765625,5729.4501953125,5727.72998046875,5728.08984375,16422000
2024-09-24 19:10:00+00:00,5728.35986328125,5728.35986328125,5729.35986328125,5727.3798828125,5728.81982421875,19561000
2024-09-24 19:15:00+00:00,5728.25,5728.25,5729.52978515625,5726.93994140625,5728.2998046875,21783000
2024-09-24 19:20:00+00:00,5729.31982421875,5729.31982421875,5729.64990234375,5727.56982421875,5728.169921875,19740000
2024-09-24 19:25:00+00:00,5728.64013671875,5728.64013671875,5729.6298828125,5728.31005859375,5729.31982421875,20803000
2024-09-24 19:30:00+00:00,5727.22021484375,5727.22021484375,5728.7001953125,5727.1201171875,5728.6298828125,26813000
2024-09-24 19:35:00+00:00,5727.18017578125,5727.18017578125,5727.919921875,5726.2900390625,5727.240234375,26861000
2024-09-24 19:40:00+00:00,5728.259765625,5728.259765625,5729.830078125,5726.9599609375,5727.16015625,29185000
2024-09-24 19:45:00+00:00,5729.2001953125,5729.2001953125,5730.2998046875,5727.97998046875,5728.18017578125,34827000
2024-09-24 19:50:00+00:00,5727.89013671875,5727.89013671875,5730.740234375,5727.4501953125,5729.22998046875,67291000
2024-09-24 19:55:00+00:00,5734.52001953125,5734.52001953125,5735.31982421875,5726.27978515625,5727.7998046875,168168000
2024-09-25 13:30:00+00:00,5738.77978515625,5738.77978515625,5740.1298828125,5732.7998046875,5733.64990234375,122370829
2024-09-25 13:35:00+00:00,5736.330078125,5736.330078125,5740.009765625,5735.9599609375,5738.6201171875,38672257
